Project Name,Description,API URL,Github URL,Last Updated,Link URL,Organization Name,Organization API URL,Organization City,Organization Website,,,,,,,,,,
CityAVL_311_API,City of Asheville 311 api documentation,http://codeforamerica.org/api/projects/34015,https://github.com/CodeForAsheville/CityAVL_311_API,City of Asheville 311 api documentation,(null),Code for Asheville,http://codeforamerica.org/api/organizations/Code-for-Asheville,Asheville_ NC,http://codeforasheville.org,,,,,,,,,,
mainewiki,A statewide collaboration platform for civic hackers in Maine,http://codeforamerica.org/api/projects/34802,https://github.com/Code4Maine/mainewiki,A statewide collaboration platform for civic hackers in Maine,(null),Code for Maine,http://codeforamerica.org/api/organizations/Code-for-Maine,Bangor_ ME,http://code4maine.org/,,,,,,,,,,
polipop,An overarching project to hold separate and separable components for TheyWorkForYou type activities,http://codeforamerica.org/api/projects/35814,https://github.com/mysociety/polipop,An overarching project to hold separate and separable components for TheyWorkForYou type activities,,mySociety,http://codeforamerica.org/api/organizations/mySociety,Oxford_ UK,https://www.mysociety.org/,,,,,,,,,,
civicsgarden,A civics education through gardening.,http://codeforamerica.org/api/projects/36262,https://github.com/codeforamerica/civicsgarden,A civics education through gardening.,http://civicsgarden.herokuapp.com,Code for America,http://codeforamerica.org/api/organizations/Code-for-America,San Francisco_ CA,http://codeforamerica.org,,,,,,,,,,
formbot,Tool to process scanned survey forms for the Detroit Neighborhood Survey Builder project,http://codeforamerica.org/api/projects/36346,https://github.com/codeforamerica/formbot,Tool to process scanned survey forms for the Detroit Neighborhood Survey Builder project,,Code for America,http://codeforamerica.org/api/organizations/Code-for-America,San Francisco_ CA,http://codeforamerica.org,,,,,,,,,,
socrata-python,A library for accessing the Socrata API from Python,http://codeforamerica.org/api/projects/36573,https://github.com/codeforamerica/socrata-python,A library for accessing the Socrata API from Python,http://www.socrata.com,Code for America,http://codeforamerica.org/api/organizations/Code-for-America,San Francisco_ CA,http://codeforamerica.org,,,,,,,,,,
colonel-clark,January test project for 2013 Code for America Fellowship Louisville team,http://codeforamerica.org/api/projects/36278,https://github.com/codeforamerica/colonel-clark,January test project for 2013 Code for America Fellowship Louisville team,(null),Code for America,http://codeforamerica.org/api/organizations/Code-for-America,San Francisco_ CA,http://codeforamerica.org,,,,,,,,,,
wekan,Code4Sac open data portal.,http://codeforamerica.org/api/projects/33460,https://github.com/code4sac/wekan,Code4Sac open data portal.,(null),Code for Sacramento,http://codeforamerica.org/api/organizations/Code-for-Sacramento,Sacramento_ CA,http://codeforsacramento.org/,,,,,,,,,,
farmers,a mobile app for all kind farmers,http://codeforamerica.org/api/projects/34446,https://github.com/g0v/farmers,a mobile app for all kind farmers,(null),g0v.tw,http://codeforamerica.org/api/organizations/g0v.tw,Taipei_ Taiwan,http://g0v.tw/,,,,,,,,,,
2010BasicCensusMap,Census Map data from 2010 using ESRI Data Sources,http://codeforamerica.org/api/projects/36154,https://github.com/codeforamerica/2010BasicCensusMap,Census Map data from 2010 using ESRI Data Sources,http://censusmap.apphb.com/,Code for America,http://codeforamerica.org/api/organizations/Code-for-America,San Francisco_ CA,http://codeforamerica.org,,,,,,,,,,
Open311Proxy,,http://codeforamerica.org/api/projects/36479,https://github.com/codeforamerica/Open311Proxy,,(null),Code for America,http://codeforamerica.org/api/organizations/Code-for-America,San Francisco_ CA,http://codeforamerica.org,,,,,,,,,,
twbot-data,BOT/BTO/RO/OT/BOO/Other cases data retrieved from http://http://ppp.pcc.gov.tw/,http://codeforamerica.org/api/projects/34589,https://github.com/g0v/twbot-data,BOT/BTO/RO/OT/BOO/Other cases data retrieved from http://http://ppp.pcc.gov.tw/,(null),g0v.tw,http://codeforamerica.org/api/organizations/g0v.tw,Taipei_ Taiwan,http://g0v.tw/,,,,,,,,,,
deployit,,http://codeforamerica.org/api/projects/36309,https://github.com/codeforamerica/deployit,,(null),Code for America,http://codeforamerica.org/api/organizations/Code-for-America,San Francisco_ CA,http://codeforamerica.org,,,,,,,,,,
open311_central,A collection of scripts that pull Open311 data from any Three.py supported Open311 endpoint and load it into a MongoDB instance for analysis.,http://codeforamerica.org/api/projects/36481,https://github.com/codeforamerica/open311_central,A collection of scripts that pull Open311 data from any Three.py supported Open311 endpoint and load it into a MongoDB instance for analysis.,(null),Code for America,http://codeforamerica.org/api/organizations/Code-for-America,San Francisco_ CA,http://codeforamerica.org,,,,,,,,,,
petition,Drupal installation profile powering We The People at petitions.whitehouse.gov,http://codeforamerica.org/api/projects/36502,https://github.com/codeforamerica/petition,Drupal installation profile powering We The People at petitions.whitehouse.gov,https://petitions.whitehouse.gov/,Code for America,http://codeforamerica.org/api/organizations/Code-for-America,San Francisco_ CA,http://codeforamerica.org,,,,,,,,,,
GridMapper-Node,Map reports from first responders on a color-coded grid overlay. Site includes a public-facing site and a grid editor with login required. Replaces https://github.com/codeforamerica/GridMapper,http://codeforamerica.org/api/projects/36367,https://github.com/codeforamerica/GridMapper-Node,Map reports from first responders on a color-coded grid overlay. Site includes a public-facing site and a grid editor with login required. Replaces https://github.com/codeforamerica/GridMapper,http://gridmapauth.heroku.com/auth,Code for America,http://codeforamerica.org/api/organizations/Code-for-America,San Francisco_ CA,http://codeforamerica.org,,,,,,,,,,
DivvyData,(null),http://codeforamerica.org/api/projects/34125,https://github.com/jcbozonier/DivvyData,(null),(null),Open Gov Hack Night,http://codeforamerica.org/api/organizations/Open-Gov-Hack-Night,Chicago_ IL,http://opengovhacknight.org,,,,,,,,,,
engagement_toolkit,The Engagement Toolkit,http://codeforamerica.org/api/projects/36317,https://github.com/codeforamerica/engagement_toolkit,The Engagement Toolkit,,Code for America,http://codeforamerica.org/api/organizations/Code-for-America,San Francisco_ CA,http://codeforamerica.org,,,,,,,,,,
ipad-air-case-selector,how to choose an appropriate case for your ipad air?,http://codeforamerica.org/api/projects/34475,https://github.com/g0v/ipad-air-case-selector,how to choose an appropriate case for your ipad air?,(null),g0v.tw,http://codeforamerica.org/api/organizations/g0v.tw,Taipei_ Taiwan,http://g0v.tw/,,,,,,,,,,
madison-startups,Mapping Madison's startup companies,http://codeforamerica.org/api/projects/35100,https://github.com/HackingMadison/madison-startups,Mapping Madison's startup companies,(null),Hacking Madison,http://codeforamerica.org/api/organizations/Hacking-Madison,Madison_WI,http://hackingmadison.org,,,,,,,,,,
dochive,Structured Data from PDF image-based files,http://codeforamerica.org/api/projects/33307,https://github.com/codefordayton/dochive,Structured Data from PDF image-based files,(null),Code for Dayton,http://codeforamerica.org/api/organizations/Code-for-Dayton,Dayton_ OH,http://codefordayton.org/,,,,,,,,,,
crime-stats-utah,Crime Statistics for the State of Utah,http://codeforamerica.org/api/projects/33274,https://github.com/OpenSaltLake/crime-stats-utah,Crime Statistics for the State of Utah,(null),Open Salt Lake,http://codeforamerica.org/api/organizations/Open-Salt-Lake,Salt Lake City_ UT,http://opensaltlake.org/,,,,,,,,,,
fed_spending_ruby,Ruby wrapper for the fedspending.org API,http://codeforamerica.org/api/projects/36332,https://github.com/codeforamerica/fed_spending_ruby,Ruby wrapper for the fedspending.org API,http://www.fedspending.org/apidoc.php,Code for America,http://codeforamerica.org/api/organizations/Code-for-America,San Francisco_ CA,http://codeforamerica.org,,,,,,,,,,
parkaccess,New iteration of parkaccess,hosted on Heroku,http://codeforamerica.org/api/projects/35014,https://github.com/CodeForSummitCounty/parkaccess,New iteration of parkaccess,hosted on Heroku,(null),Code for Summit County,http://codeforamerica.org/api/organizations/Code-for-Summit-County,Akron_ OH,http://codeforsummitcounty.org/,,,,,,,,
mygov-discovery,The MyGov Discovery API provides a service to discover related government content. Each page is assigned tags,which are used to find similarly tagged pages.,http://codeforamerica.org/api/projects/34637,https://github.com/presidential-innovation-fellows/mygov-discovery,The MyGov Discovery API provides a service to discover related government content. Each page is assigned tags,which are used to find similarly tagged pages.,,Presidential Innovation Fellows,http://codeforamerica.org/api/organizations/Presidential-Innovation-Fellows,Washington_ DC,http://presidentialinnovation.org/,,,,,,,,
open_data_resolution,,http://codeforamerica.org/api/projects/35243,https://github.com/openlexington/open_data_resolution,,,Open Lexington,http://codeforamerica.org/api/organizations/Open-Lexington,Lexington_ KY,http://openlexington.org/,,,,,,,,,,
share-the-share,Share my Share is an easy way to donate your CSA share. Tell us when you can’t make it to the market,and we will arrange for a local food pantry to pick up your box.,http://codeforamerica.org/api/projects/34118,https://github.com/derekeder/share-the-share,Share my Share is an easy way to donate your CSA share. Tell us when you can’t make it to the market,and we will arrange for a local food pantry to pick up your box.,sharemyshare.org,Open Gov Hack Night,http://codeforamerica.org/api/organizations/Open-Gov-Hack-Night,Chicago_ IL,http://opengovhacknight.org,,,,,,,,
hackingbee,A remote collaboration platform allowing civic hackers to contribute from across the state of Maine,http://codeforamerica.org/api/projects/34801,https://github.com/Code4Maine/hackingbee,A remote collaboration platform allowing civic hackers to contribute from across the state of Maine,(null),Code for Maine,http://codeforamerica.org/api/organizations/Code-for-Maine,Bangor_ ME,http://code4maine.org/,,,,,,,,,,
foodinspect,Scraping Buncombe County Food Inspection data,http://codeforamerica.org/api/projects/34020,https://github.com/CodeForAsheville/foodinspect,Scraping Buncombe County Food Inspection data,(null),Code for Asheville,http://codeforamerica.org/api/organizations/Code-for-Asheville,Asheville_ NC,http://codeforasheville.org,,,,,,,,,,
search311,Search 311 data via Elasticsearch,http://codeforamerica.org/api/projects/35204,https://github.com/openchattanooga/search311,Search 311 data via Elasticsearch,(null),Open Chattanooga,http://codeforamerica.org/api/organizations/Open-Chattanooga,Chattanooga_ TN,http://openchattanooga.com/,,,,,,,,,,
congress-vote-analytics-beta,rebuilt by codeigniter,http://codeforamerica.org/api/projects/34418,https://github.com/g0v/congress-vote-analytics-beta,rebuilt by codeigniter,(null),g0v.tw,http://codeforamerica.org/api/organizations/g0v.tw,Taipei_ Taiwan,http://g0v.tw/,,,,,,,,,,
FCC-Python-Egg,A Python wrapper for the FCC Reboot APIs.,http://codeforamerica.org/api/projects/36329,https://github.com/codeforamerica/FCC-Python-Egg,A Python wrapper for the FCC Reboot APIs.,,Code for America,http://codeforamerica.org/api/organizations/Code-for-America,San Francisco_ CA,http://codeforamerica.org,,,,,,,,,,
ancbkn,api for anchorage data,http://codeforamerica.org/api/projects/32860,https://github.com/codeforanchorage/ancbkn,api for anchorage data,(null),Code for Anchorage,http://codeforamerica.org/api/organizations/Code-for-Anchorage,Anchorage_ AK,http://codeforanchorage.org/,,,,,,,,,,
SAM,The Chrome Extensions for SAM Helper and the helper configuration editor,http://codeforamerica.org/api/projects/34651,https://github.com/presidential-innovation-fellows/SAM,The Chrome Extensions for SAM Helper and the helper configuration editor,(null),Presidential Innovation Fellows,http://codeforamerica.org/api/organizations/Presidential-Innovation-Fellows,Washington_ DC,http://presidentialinnovation.org/,,,,,,,,,,
mapView,using map to render data and make social activities,http://codeforamerica.org/api/projects/34517,https://github.com/g0v/mapView,using map to render data and make social activities,(null),g0v.tw,http://codeforamerica.org/api/organizations/g0v.tw,Taipei_ Taiwan,http://g0v.tw/,,,,,,,,,,
viget-lw,Tools to get the viget.org localwiki install working locally.,http://codeforamerica.org/api/projects/35093,https://github.com/friendlycode/viget-lw,Tools to get the viget.org localwiki install working locally.,,Friendly Code,http://codeforamerica.org/api/organizations/Friendly-Code,Grand Rapids_ MI,http://friendlycode.org/,,,,,,,,,,
bill-nicknames,Table of popular nicknames and keywords for bills,http://codeforamerica.org/api/projects/34406,https://github.com/g0v/bill-nicknames,Table of popular nicknames and keywords for bills,,g0v.tw,http://codeforamerica.org/api/organizations/g0v.tw,Taipei_ Taiwan,http://g0v.tw/,,,,,,,,,,
iam1of.us,Find people similar to you (age,gender,race) via geolocation.,http://codeforamerica.org/api/projects/33514,https://github.com/Code-for-Miami/iam1of.us,Find people similar to you (age,gender,race) via geolocation.,http://codeformiami.org/iam1of.us/,Code for Miami,http://codeforamerica.org/api/organizations/Code-for-Miami,Miami_ FL,http://codeformiami.org/,,,,,,
LFUCG_Data_Agreement,,http://codeforamerica.org/api/projects/35229,https://github.com/openlexington/LFUCG_Data_Agreement,,,Open Lexington,http://codeforamerica.org/api/organizations/Open-Lexington,Lexington_ KY,http://openlexington.org/,,,,,,,,,,
GotToVote-v2,This is a toolkit to encourage voting and present election data in an interactive and meaningful manner.,http://codeforamerica.org/api/projects/35887,https://github.com/CodeForAfrica/GotToVote-v2,This is a toolkit to encourage voting and present election data in an interactive and meaningful manner.,(null),Code for Kenya,http://codeforamerica.org/api/organizations/Code-for-Kenya,Nairobi_ Kenya,http://code4kenya.org,,,,,,,,,,
GotToVote-v2,This is a toolkit to encourage voting and present election data in an interactive and meaningful manner.,http://codeforamerica.org/api/projects/36017,https://github.com/CodeForAfrica/GotToVote-v2,This is a toolkit to encourage voting and present election data in an interactive and meaningful manner.,(null),Code for Nigeria,http://codeforamerica.org/api/organizations/Code-for-Nigeria,Lagos_ Nigeria,http://code4nigeria.org,,,,,,,,,,
GotToVote-v2,This is a toolkit to encourage voting and present election data in an interactive and meaningful manner.,http://codeforamerica.org/api/projects/33171,https://github.com/CodeForAfrica/GotToVote-v2,This is a toolkit to encourage voting and present election data in an interactive and meaningful manner.,(null),Code for Ghana,http://codeforamerica.org/api/organizations/Code-for-Ghana,Accra_ Ghana,http://codeforghana.org,,,,,,,,,,
GotToVote-v2,This is a toolkit to encourage voting and present election data in an interactive and meaningful manner.,http://codeforamerica.org/api/projects/35963,https://github.com/CodeForAfrica/GotToVote-v2,This is a toolkit to encourage voting and present election data in an interactive and meaningful manner.,(null),Code for Africa,http://codeforamerica.org/api/organizations/Code-for-Africa,,http://www.codeforafrica.org/,,,,,,,,,,
wmleeds,A visual directory of LEED-certified buildings in West Michigan.,http://codeforamerica.org/api/projects/35096,https://github.com/friendlycode/wmleeds,A visual directory of LEED-certified buildings in West Michigan.,(null),Friendly Code,http://codeforamerica.org/api/organizations/Friendly-Code,Grand Rapids_ MI,http://friendlycode.org/,,,,,,,,,,
twlyreader-prototype,,http://codeforamerica.org/api/projects/34600,https://github.com/g0v/twlyreader-prototype,,(null),g0v.tw,http://codeforamerica.org/api/organizations/g0v.tw,Taipei_ Taiwan,http://g0v.tw/,,,,,,,,,,
oakland-schools-public-services,A visualization of the public services in the neighborhood of Oakland public schools.,http://codeforamerica.org/api/projects/36459,https://github.com/codeforamerica/oakland-schools-public-services,A visualization of the public services in the neighborhood of Oakland public schools.,(null),Code for America,http://codeforamerica.org/api/organizations/Code-for-America,San Francisco_ CA,http://codeforamerica.org,,,,,,,,,,
microsoft_open_data_ruby,Ruby wrapper for the Microsoft Open Government Data Initiative,http://codeforamerica.org/api/projects/36435,https://github.com/codeforamerica/microsoft_open_data_ruby,Ruby wrapper for the Microsoft Open Government Data Initiative,,Code for America,http://codeforamerica.org/api/organizations/Code-for-America,San Francisco_ CA,http://codeforamerica.org,,,,,,,,,,
wmgg,Find answers to your environmental questions.,http://codeforamerica.org/api/projects/35095,https://github.com/friendlycode/wmgg,Find answers to your environmental questions.,http://www.wmgreenguide.com,Friendly Code,http://codeforamerica.org/api/organizations/Friendly-Code,Grand Rapids_ MI,http://friendlycode.org/,,,,,,,,,,
open311_facebook,This is a Facebook App for cities that use Open311. It can be used as a Facebook Page Tab as well as a web application.,http://codeforamerica.org/api/projects/36482,https://github.com/codeforamerica/open311_facebook,This is a Facebook App for cities that use Open311. It can be used as a Facebook Page Tab as well as a web application.,http://stanfordrosenthal.com/open311,Code for America,http://codeforamerica.org/api/organizations/Code-for-America,San Francisco_ CA,http://codeforamerica.org,,,,,,,,,,
mygov-account,,http://codeforamerica.org/api/projects/34634,https://github.com/presidential-innovation-fellows/mygov-account,,(null),Presidential Innovation Fellows,http://codeforamerica.org/api/organizations/Presidential-Innovation-Fellows,Washington_ DC,http://presidentialinnovation.org/,,,,,,,,,,
ctahardship,Map of Hardship Index in Chicago as a CTA Map,http://codeforamerica.org/api/projects/34132,https://github.com/GovInTrenches/ctahardship,Map of Hardship Index in Chicago as a CTA Map,(null),Open Gov Hack Night,http://codeforamerica.org/api/organizations/Open-Gov-Hack-Night,Chicago_ IL,http://opengovhacknight.org,,,,,,,,,,
3du.tw,3du.tw Landing Page,http://codeforamerica.org/api/projects/34386,https://github.com/g0v/3du.tw,3du.tw Landing Page,(null),g0v.tw,http://codeforamerica.org/api/organizations/g0v.tw,Taipei_ Taiwan,http://g0v.tw/,,,,,,,,,,
311-fm-data,Data API and tooling for 311.fm data analysis application,http://codeforamerica.org/api/projects/36155,https://github.com/codeforamerica/311-fm-data,Data API and tooling for 311.fm data analysis application,http://chicagoworks-api.herokuapp.com/,Code for America,http://codeforamerica.org/api/organizations/Code-for-America,San Francisco_ CA,http://codeforamerica.org,,,,,,,,,,
node-open311,A Node.js module for interacting with the Open311 API. [this CfA repo is the canonical version],http://codeforamerica.org/api/projects/36451,https://github.com/codeforamerica/node-open311,A Node.js module for interacting with the Open311 API. [this CfA repo is the canonical version],https://npmjs.org/package/open311,Code for America,http://codeforamerica.org/api/organizations/Code-for-America,San Francisco_ CA,http://codeforamerica.org,,,,,,,,,,
liquid_feedback_frontend,mirror of http://www.public-software-group.org/mercurial/liquid_feedback_frontend,http://codeforamerica.org/api/projects/34497,https://github.com/g0v/liquid_feedback_frontend,mirror of http://www.public-software-group.org/mercurial/liquid_feedback_frontend,(null),g0v.tw,http://codeforamerica.org/api/organizations/g0v.tw,Taipei_ Taiwan,http://g0v.tw/,,,,,,,,,,
honolulu-writeathon,Static event page for Honolulu Write-a-thon,http://codeforamerica.org/api/projects/36386,https://github.com/codeforamerica/honolulu-writeathon,Static event page for Honolulu Write-a-thon,http://codeforamerica.github.com/honolulu-writeathon/,Code for America,http://codeforamerica.org/api/organizations/Code-for-America,San Francisco_ CA,http://codeforamerica.org,,,,,,,,,,
futures_pipeline,Ruby wrapper for the Futures,Inc. US Military Pipeline API,http://codeforamerica.org/api/projects/36348,https://github.com/codeforamerica/futures_pipeline,Ruby wrapper for the Futures,Inc. US Military Pipeline API,,Code for America,http://codeforamerica.org/api/organizations/Code-for-America,San Francisco_ CA,http://codeforamerica.org,,,,,,,,
hermes-dashboard,,http://codeforamerica.org/api/projects/36376,https://github.com/codeforamerica/hermes-dashboard,,,Code for America,http://codeforamerica.org/api/organizations/Code-for-America,San Francisco_ CA,http://codeforamerica.org,,,,,,,,,,
cfa_email_parser,Email parsing service for emails sent to <something>@parse.codeforamerica.org,http://codeforamerica.org/api/projects/36232,https://github.com/codeforamerica/cfa_email_parser,Email parsing service for emails sent to <something>@parse.codeforamerica.org,(null),Code for America,http://codeforamerica.org/api/organizations/Code-for-America,San Francisco_ CA,http://codeforamerica.org,,,,,,,,,,
cc-mkplc-widget,JS Widget for the Civic Commons Marketplace,http://codeforamerica.org/api/projects/36213,https://github.com/codeforamerica/cc-mkplc-widget,JS Widget for the Civic Commons Marketplace,(null),Code for America,http://codeforamerica.org/api/organizations/Code-for-America,San Francisco_ CA,http://codeforamerica.org,,,,,,,,,,
FCC-PHP-Library,,http://codeforamerica.org/api/projects/36328,https://github.com/codeforamerica/FCC-PHP-Library,,,Code for America,http://codeforamerica.org/api/organizations/Code-for-America,San Francisco_ CA,http://codeforamerica.org,,,,,,,,,,
esri_prototypes,A couple examples of using the ESRI javascript api to make simple apps.,http://codeforamerica.org/api/projects/36322,https://github.com/codeforamerica/esri_prototypes,A couple examples of using the ESRI javascript api to make simple apps.,(null),Code for America,http://codeforamerica.org/api/organizations/Code-for-America,San Francisco_ CA,http://codeforamerica.org,,,,,,,,,,
CfA_Accelerator,,http://codeforamerica.org/api/projects/36227,https://github.com/codeforamerica/CfA_Accelerator,,,Code for America,http://codeforamerica.org/api/organizations/Code-for-America,San Francisco_ CA,http://codeforamerica.org,,,,,,,,,,
lives-resolver,,http://codeforamerica.org/api/projects/36419,https://github.com/codeforamerica/lives-resolver,,(null),Code for America,http://codeforamerica.org/api/organizations/Code-for-America,San Francisco_ CA,http://codeforamerica.org,,,,,,,,,,
empire-inmates,Scrapes data on New York State inmates.,http://codeforamerica.org/api/projects/36316,https://github.com/codeforamerica/empire-inmates,Scrapes data on New York State inmates.,(null),Code for America,http://codeforamerica.org/api/organizations/Code-for-America,San Francisco_ CA,http://codeforamerica.org,,,,,,,,,,
nsb-mobile-wsu,,http://codeforamerica.org/api/projects/36455,https://github.com/codeforamerica/nsb-mobile-wsu,,(null),Code for America,http://codeforamerica.org/api/organizations/Code-for-America,San Francisco_ CA,http://codeforamerica.org,,,,,,,,,,
flying_chicken,Coder sounds delivered to your browsers,http://codeforamerica.org/api/projects/36342,https://github.com/codeforamerica/flying_chicken,Coder sounds delivered to your browsers,http://flyingchicken.herokuapp.com/,Code for America,http://codeforamerica.org/api/organizations/Code-for-America,San Francisco_ CA,http://codeforamerica.org,,,,,,,,,,
message_macon,Allow citizens to text issues to SeeClickFix Macon through Open311.,http://codeforamerica.org/api/projects/36432,https://github.com/codeforamerica/message_macon,Allow citizens to text issues to SeeClickFix Macon through Open311.,messagemacon.com,Code for America,http://codeforamerica.org/api/organizations/Code-for-America,San Francisco_ CA,http://codeforamerica.org,,,,,,,,,,
flying-rhino,It's a bird,it's a plane,it's flying-rhino! Push notifications for CfA github activity!,http://codeforamerica.org/api/projects/36341,https://github.com/codeforamerica/flying-rhino,It's a bird,it's a plane,it's flying-rhino! Push notifications for CfA github activity!,(null),Code for America,http://codeforamerica.org/api/organizations/Code-for-America,San Francisco_ CA,http://codeforamerica.org,,,,,,
jfdicitizen,Swearingly lovely instructions for civic engagement.,http://codeforamerica.org/api/projects/36403,https://github.com/codeforamerica/jfdicitizen,Swearingly lovely instructions for civic engagement.,http://codeforamerica.github.com/jfdicitizen/,Code for America,http://codeforamerica.org/api/organizations/Code-for-America,San Francisco_ CA,http://codeforamerica.org,,,,,,,,,,
deepdishATX,Port of boundsj's deepdish app using Austin data,http://codeforamerica.org/api/projects/36301,https://github.com/codeforamerica/deepdishATX,Port of boundsj's deepdish app using Austin data,(null),Code for America,http://codeforamerica.org/api/organizations/Code-for-America,San Francisco_ CA,http://codeforamerica.org,,,,,,,,,,
ohhs_Falcon,(null),http://codeforamerica.org/api/projects/36472,https://github.com/codeforamerica/ohhs_Falcon,(null),(null),Code for America,http://codeforamerica.org/api/organizations/Code-for-America,San Francisco_ CA,http://codeforamerica.org,,,,,,,,,,
floodwatch,map of flash flooding and low water crossings in austin,http://codeforamerica.org/api/projects/36337,https://github.com/codeforamerica/floodwatch,map of flash flooding and low water crossings in austin,(null),Code for America,http://codeforamerica.org/api/organizations/Code-for-America,San Francisco_ CA,http://codeforamerica.org,,,,,,,,,,
route_view,Quickly see traffic cameras along your route.,http://codeforamerica.org/api/projects/36541,https://github.com/codeforamerica/route_view,Quickly see traffic cameras along your route.,(null),Code for America,http://codeforamerica.org/api/organizations/Code-for-America,San Francisco_ CA,http://codeforamerica.org,,,,,,,,,,
fcc_reboot,A Ruby wrapper for the FCC Reboot APIs.,http://codeforamerica.org/api/projects/36330,https://github.com/codeforamerica/fcc_reboot,A Ruby wrapper for the FCC Reboot APIs.,,Code for America,http://codeforamerica.org/api/organizations/Code-for-America,San Francisco_ CA,http://codeforamerica.org,,,,,,,,,,
chitools,Miscellaneous tools for dealing with City of Chicago data,http://codeforamerica.org/api/projects/36240,https://github.com/codeforamerica/chitools,Miscellaneous tools for dealing with City of Chicago data,,Code for America,http://codeforamerica.org/api/organizations/Code-for-America,San Francisco_ CA,http://codeforamerica.org,,,,,,,,,,
sms_mta,SMS app to get bus times from the Macon Transit Authority's schedule.,http://codeforamerica.org/api/projects/36568,https://github.com/codeforamerica/sms_mta,SMS app to get bus times from the Macon Transit Authority's schedule.,,Code for America,http://codeforamerica.org/api/organizations/Code-for-America,San Francisco_ CA,http://codeforamerica.org,,,,,,,,,,
mta_app,An iOS app for the Macon Transit Authority,http://codeforamerica.org/api/projects/36440,https://github.com/codeforamerica/mta_app,An iOS app for the Macon Transit Authority,(null),Code for America,http://codeforamerica.org/api/organizations/Code-for-America,San Francisco_ CA,http://codeforamerica.org,,,,,,,,,,
alumni,Code for America Alumni Network,http://codeforamerica.org/api/projects/36173,https://github.com/codeforamerica/alumni,Code for America Alumni Network,http://alumni.codeforamerica.org,Code for America,http://codeforamerica.org/api/organizations/Code-for-America,San Francisco_ CA,http://codeforamerica.org,,,,,,,,,,
readme,CFA README template with standardized repository guidelines,http://codeforamerica.org/api/projects/36528,https://github.com/codeforamerica/readme,CFA README template with standardized repository guidelines,(null),Code for America,http://codeforamerica.org/api/organizations/Code-for-America,San Francisco_ CA,http://codeforamerica.org,,,,,,,,,,
trymta,A site to help promote the MTA's Try Transit week,http://codeforamerica.org/api/projects/36612,https://github.com/codeforamerica/trymta,A site to help promote the MTA's Try Transit week,trymta.com,Code for America,http://codeforamerica.org/api/organizations/Code-for-America,San Francisco_ CA,http://codeforamerica.org,,,,,,,,,,
macon,A site for highlighting Code for America's Macon projects.,http://codeforamerica.org/api/projects/36423,https://github.com/codeforamerica/macon,A site for highlighting Code for America's Macon projects.,maconapps.com,Code for America,http://codeforamerica.org/api/organizations/Code-for-America,San Francisco_ CA,http://codeforamerica.org,,,,,,,,,,
dev,Discuss general civic development topics here. Watch this repo to follow the conversation.,http://codeforamerica.org/api/projects/36311,https://github.com/codeforamerica/dev,Discuss general civic development topics here. Watch this repo to follow the conversation.,(null),Code for America,http://codeforamerica.org/api/organizations/Code-for-America,San Francisco_ CA,http://codeforamerica.org,,,,,,,,,,
presentation-public,存放 CfT 相關的公開簡報以及素材。,http://codeforamerica.org/api/projects/33001,https://github.com/codefortomorrow/presentation-public,存放 CfT 相關的公開簡報以及素材。,,Code for Tomorrow,http://codeforamerica.org/api/organizations/Code-for-Tomorrow,Taiwan,http://codefortomorrow.org/,,,,,,,,,,
liquid_feedback_core,mirror of http://www.public-software-group.org/mercurial/liquid_feedback_core,http://codeforamerica.org/api/projects/34496,https://github.com/g0v/liquid_feedback_core,mirror of http://www.public-software-group.org/mercurial/liquid_feedback_core,(null),g0v.tw,http://codeforamerica.org/api/organizations/g0v.tw,Taipei_ Taiwan,http://g0v.tw/,,,,,,,,,,
TWLegislativeYuanData,台灣立法院資料,http://codeforamerica.org/api/projects/34597,https://github.com/g0v/TWLegislativeYuanData,台灣立法院資料,(null),g0v.tw,http://codeforamerica.org/api/organizations/g0v.tw,Taipei_ Taiwan,http://g0v.tw/,,,,,,,,,,
TWControlYuanData,砍台灣監察院資料,http://codeforamerica.org/api/projects/34591,https://github.com/g0v/TWControlYuanData,砍台灣監察院資料,(null),g0v.tw,http://codeforamerica.org/api/organizations/g0v.tw,Taipei_ Taiwan,http://g0v.tw/,,,,,,,,,,
news-diff,A news crawler,parser and diff engine,http://codeforamerica.org/api/projects/34533,https://github.com/g0v/news-diff,A news crawler,parser and diff engine,(null),g0v.tw,http://codeforamerica.org/api/organizations/g0v.tw,Taipei_ Taiwan,http://g0v.tw/,,,,,,,,
ly-gazette,parsed gazettes,http://codeforamerica.org/api/projects/34511,https://github.com/g0v/ly-gazette,parsed gazettes,(null),g0v.tw,http://codeforamerica.org/api/organizations/g0v.tw,Taipei_ Taiwan,http://g0v.tw/,,,,,,,,,,
president-process,The data-process programs for 總統府相關資料,http://codeforamerica.org/api/projects/34553,https://github.com/g0v/president-process,The data-process programs for 總統府相關資料,(null),g0v.tw,http://codeforamerica.org/api/organizations/g0v.tw,Taipei_ Taiwan,http://g0v.tw/,,,,,,,,,,
community-group,Code for Tomorrow 基金會籌備處發展的各種會議、聚會和紀錄。,http://codeforamerica.org/api/projects/32985,https://github.com/codefortomorrow/community-group,Code for Tomorrow 基金會籌備處發展的各種會議、聚會和紀錄。,,Code for Tomorrow,http://codeforamerica.org/api/organizations/Code-for-Tomorrow,Taiwan,http://codefortomorrow.org/,,,,,,,,,,
